1	36	3467.6	-24713.37426	26149.56299	5.528	697.2786343	19.85408262	1211.759958	114.6214639	2382.335422	108.4281433	1858.342892	39.57951532	1299.238852	8.244456225	8.799122443	101.5611875	521.1561063	8.865614552	1.501102171	-0.033923137	-0.027569294	-0.060405478
1	37	3467.6	-24662.08539	26103.89722	5.528	693.1653761	21.61252158	1201.613007	114.9049734	2352.231522	107.8627929	1824.361534	40.28110356	1275.553651	8.253309336	8.78765698	102.5447862	520.2708463	8.854062448	1.500140723	-0.026885172	-0.022282845	-0.042913046
1	38	3467.6	-24646.17282	26092.2949	5.528	692.585639	20.35878461	1198.020463	114.5455251	2365.992322	108.788596	1822.340442	39.49258317	1266.185118	7.901793747	8.783670623	103.0782699	522.6008589	8.850045968	1.500496424	-0.030536975	-0.027382321	-0.033556566
1	39	3467.6	-24626.2485	26108.41069	5.528	694.726571	21.70474627	1199.4513	115.4170745	2339.893767	108.9140019	1824.783126	40.27174628	1267.476198	8.153227783	8.778954332	103.1714727	521.3637454	8.845294037	1.505906011	0.00312048	-0.022271921	-0.038635387
1	40	3467.6	-24653.57056	26096.30425	5.528	692.9612443	19.83864307	1200.755077	114.6667756	2339.796499	108.0565574	1827.847803	39.7251621	1269.437122	8.334415884	8.785540928	102.8715561	521.6829984	8.851930406	1.499905679	-0.027006834	-0.022132798	-0.038795143
1	41	3467.6	-24668.52895	26152.37953	5.528	698.4989217	20.2744251	1215.354403	115.8543684	2381.021901	108.610703	1845.96597	40.49551032	1288.430228	8.240451609	8.788748056	102.5069045	522.1430525	8.855161769	1.507385711	-0.013840434	-0.036289079	-0.049828087
1	42	3467.6	-24662.22354	26120.94496	5.528	695.7360566	21.14815345	1205.424337	114.4683077	2348.3765	107.6558749	1835.019145	39.66458327	1281.763982	8.244932662	8.787503655	102.6932196	523.1984339	8.853907965	1.502977261	-0.023719322	-0.029630266	-0.043747295
1	43	3467.6	-24699.27462	26206.50105	5.528	703.2654765	22.27347496	1224.367262	115.7033645	2407.953936	108.9997798	1874.652665	40.24405261	1309.999432	8.290889466	8.795930649	101.8367314	521.3375631	8.862398639	1.512543398	-0.013386413	-0.05007036	-0.062708053
1	44	3467.6	-24694.44669	26121.04203	5.528	694.6053313	20.41265078	1204.647504	113.8734743	2375.888244	109.1965838	1842.985705	39.83323111	1289.787604	8.528381491	8.794874325	101.9843566	522.8278062	8.861334332	1.49888155	-0.030401738	-0.018198018	-0.055060291
1	45	3467.6	-24706.90764	26158.67923	5.528	697.8876702	22.05919114	1213.176212	114.5202275	2380.302577	107.9406186	1857.803634	40.14491726	1303.099654	8.414504483	8.797891072	101.7839876	523.190255	8.864373876	1.503077141	-0.037259924	-0.036859364	-0.056789148
1	46	3467.6	-24681.48118	26142.68049	5.528	697.041173	20.37067384	1212.36525	114.1491647	2352.539579	108.6611319	1849.714635	39.761263	1287.2692	8.286329285	8.791395103	102.0532698	521.7657725	8.857828819	1.504376909	-0.037948161	-0.04353822	-0.044549508
1	47	3467.6	-24676.64282	26150.03909	5.528	697.6075594	21.29454927	1211.10142	115.5354343	2373.719916	108.9607331	1850.258098	39.75981082	1291.204889	8.644312386	8.790573015	102.28536	521.4266668	8.857000519	1.505944574	-0.019332732	-0.034984727	-0.05103766
1	48	3467.6	-24714.71782	26199.15711	5.528	702.082798	20.54787267	1220.520777	114.9049079	2403.106633	108.8014808	1880.381744	39.91210828	1314.187117	8.134762044	8.799744053	101.6874141	520.9078885	8.86624086	1.508981003	-0.026481725	-0.047691466	-0.063604231
1	49	3467.6	-24689.48537	26150.84666	5.528	697.9008933	19.56293107	1207.978366	115.0138873	2374.655613	108.3436403	1849.21571	39.70142018	1292.972722	8.170710237	8.793487511	101.9597612	521.3586291	8.859937038	1.504317994	-0.027164777	-0.034587315	-0.053300618
1	50	3467.6	-24693.7398	26188.2133	5.528	701.3963735	22.52158671	1218.541327	114.0440725	2426.573603	109.4317308	1864.696053	40.25737306	1306.453579	8.424580489	8.794627672	102.028908	521.685451	8.861085816	1.510064953	-0.011510313	-0.040973033	-0.0612634
1	51	3467.6	-24704.56242	26134.47244	5.528	695.9775477	21.86958078	1207.574203	114.8568215	2403.817708	108.2866873	1854.394637	40.36581752	1293.36588	8.465178534	8.797204643	101.7737276	521.4229985	8.86368226	1.499605263	-0.023289589	-0.014590027	-0.062195651
1	52	3467.6	-24673.26028	26124.57942	5.528	695.5230715	20.85135019	1207.489552	114.5752848	2378.543508	109.3830961	1839.702636	39.92522566	1282.343731	8.446038976	8.789976996	102.4557196	523.8518076	8.856399996	1.501943687	-0.024732132	-0.025998267	-0.048053916
1	53	3467.6	-24684.29069	26221.71748	5.528	705.077427	22.16956465	1223.795392	115.5943559	2420.281589	109.8424015	1875.979577	40.47778929	1311.305343	8.339094624	8.792489529	102.1866932	523.4479151	8.858931515	1.516894729	-0.011340801	-0.063380466	-0.056731303
1	54	3467.6	-24701.11067	26152.19421	5.528	697.5717292	20.72128592	1213.177926	114.5319935	2362.150697	107.1751284	1852.317036	39.91481746	1295.431208	8.163335064	8.79636094	101.823439	521.1658429	8.862832181	1.502779873	-0.035772691	-0.035040486	-0.055055245
1	55	3467.6	-24679.997	26188.36553	5.528	701.0127819	20.61349715	1219.673344	115.5029951	2397.227023	109.1823055	1864.598922	40.2852969	1300.493289	8.320445657	8.791611906	102.1778067	522.6484582	8.858047261	1.511663943	-0.021274672	-0.054490669	-0.051375795
1	56	3467.6	-24697.74456	26186.24513	5.528	700.9292591	21.34133951	1221.711325	115.5130089	2414.518316	108.3122606	1865.46009	40.2368845	1305.242477	8.017225108	8.795685898	101.7213316	522.8405521	8.862152038	1.509087337	-0.02040552	-0.04412867	-0.059592739
